AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Global Affairs Canada,Donor country-based NGO,0,OXFAM - PROVIDER COUNTRY OFFICE,0,0,30-Jun-17,301,Canada,ODA Grants,March 2016 - The humanitarian situation in Yemen has deteriorated dramatically since the conflict intensified in late March 2015. Deepening insecurity and violence have taken a heavy toll on civilian lives and have triggered large-scale internal displacement and cross border population movements. Humanitarian partners now estimate that 21.2 million people or 82 per cent of the population require some kind of humanitarian assistance to meet their basic needs or protect their fundamental rights. It is also estimated that 14.4 million people are food insecure including 7.6 million severely food insecure; 19.3 million people lack adequate access to clean water or sanitation; 14.1 million people lack sufficient access to healthcare; 3 million children and pregnant or lactating women require malnutrition treatment or preventive services; and 1.8 million children have been out of school since mid-March. Numerous health facilities have stopped functioning due to a lack of fuel supplies and personnel. In addition solid waste removal has come to a halt in several areas and service availability is rapidly contracting due to direct impact of conflict and insufficient resources to pay salaries or maintain services. There are over 2.3 million people who have been displaced in Yemen and an additional 121000 people who have fled the country mainly to Djibouti Ethiopia Somalia and Sudan. With GAC's support the implementing partner is providing emergency water sanitation hygiene and protection services awareness for up to 84000 vulnerable individuals in Southern Yemen. Project activities include: (1) providing safe drinking water; (2) rehabilitating urban water systems; (3) repairing or rehabilitating latrines located in schools and public buildings; (4) distributing hygiene kits; and (5) providing information on protection related services in targeted communities. / Mars 2016 - Au Y?en la situation humanitaire s'est consid?ablement d??ior? depuis l'intensification du conflit ?la fin de mars 2015. L'ins?urit?et la violence qui s'aggravent ont co??t?la vie ?un nombre tr? ?ev?de civils et engendr?des d?lacements internes et des mouvements transfrontaliers de populations ?grande ?helle. Les partenaires de l'aide humanitaire estiment maintenant que 212 millions de personnes ?savoir 82 % de la population ont besoin d'une forme quelconque d'aide humanitaire pour combler leurs besoins essentiels ou prot?er leurs droits fondamentaux. On estime aussi que 144 millions de personnes souffrent d'ins?urit?alimentaire dont 76 millions d'ins?urit?grave; que 141 millions de personnes ne jouissent pas d'un acc? suffisant ?des soins de sant? que 3 millions d'enfants et de femmes enceintes et allaitantes ont besoin de traitements contre la malnutrition ou de services de pr?ention; et que 18 million d'enfants ne fr?uentent plus l'?ole depuis la mi-mars. De nombreux centres de soins sont ferm? faute de combustible de fournitur,72010,Yemen,VIII.1. Emergency Response,YEMEN - EMERGENCY WATER SANITATION HYGIENE AND PROTECTION / Y?MEN - AIDE EN MATI?RE D'EAU D'ASSAINISSEMENT D'HYGI?NE ET EN PROTECTION,1131730.0,2016
Foreign Office,Donor country-based NGO,0,Oxfam Deutschland e. V. (OXFAM - provider country office),59,59,30-Nov-18,5,Germany,ODA Grants,Water sanitation and hygiene,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - WATER SANITATION AND HYGENE,4244850.0,2017
Department for International Development,International NGO,0,OXFAM International,59,59,30-Sep-16,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72040,Yemen,VIII.1. Emergency Response,OXFAM HUMANITARIAN RESILIENCE PROGRAMME,8879310.0,2015
Department for International Development,International NGO,0,OXFAM International,59,59,31-Mar-20,12,United Kingdom,ODA Grants,The programme will work through NGOs to deliver: i) Food Security. The programme will improve the availability of food for the most vulnerable in Yemen through well targeted cash and voucher assistance implemented through three lead agencies: CARE A,72040,Yemen,VIII.1. Emergency Response,OXFAM - YEMEN MULTISECTOR HUMANITARIAN RESPONSE PROGRAMME,5150660.0,2017
Department for International Development,International NGO,0,OXFAM International,59,59,30-Jun-17,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72040,Yemen,VIII.1. Emergency Response,OXFAM HUMANITARIAN RESILIENCE PROGRAMME,2255200.0,2017
Global Affairs Canada,Donor country-based NGO,0,Oxfam-Qu?ec,59,59,31-Aug-17,301,Canada,ODA Grants,March 2016 - The humanitarian situation in Yemen has deteriorated dramatically since the conflict intensified in late March 2015. Deepening insecurity and violence have taken a heavy toll on civilian lives and have triggered large-scale internal displacement and cross border population movements. Humanitarian partners now estimate that 21.2 million people or 82 per cent of the population require some kind of humanitarian assistance to meet their basic needs or protect their fundamental rights.It is also estimated that 14.4 million people are food insecure including 7.6 million severely food insecure; 19.3 million people lack adequate access to clean water or sanitation; 14.1 million people lack sufficient access to healthcare; 3 million children and pregnant or lactating women require malnutrition treatment or preventive services; and 1.8 million children have been out of school since mid-March. Numerous health facilities have stopped functioning due to a lack of fuel supplies and personnel. In addition solid waste removal has come to a halt in several areas and service availability is rapidly contracting due to direct impact of conflict and insufficient resources to pay salaries or maintain services. There are over 2.3 million people who have been displaced in Yemen and an additional 121000 people who have fled the country mainly to Djibouti Ethiopia Somalia and Sudan.With GAC's support Oxfam-Qu?ec is providing emergency water sanitation hygiene and protection services awareness for up to 84000 vulnerable individuals in Southern Yemen. Project activities include: (1) providing safe drinking water; (2) rehabilitating urban water systems; (3) repairing or rehabilitating latrines located in schools and public buildings; (4) distributing hygiene kits; and (5) providing information on protection related services in targeted communities./Mars 2016 ? Au Y?en la situation humanitaire s'est consid?ablement d??ior? depuis l'intensification du conflit ?la fin de mars 2015. L'ins?urit?et la violence qui s'aggravent ont co?t?la vie ?un nombre tr? ?ev?de civils et engendr?des d?lacements internes et des mouvements transfrontaliers de populations ?grande ?helle. Les partenaires de l'aide humanitaire estiment maintenant que 212 millions de personnes ?savoir 82 % de la population ont besoin d'une forme quelconque d'aide humanitaire pour combler leurs besoins essentiels ou prot?er leurs droits fondamentaux.On estime aussi que 144 millions de personnes souffrent d'ins?urit?alimentaire dont 76 millions d'ins?urit?grave; que 141 millions de personnes ne jouissent pas d'un acc? suffisant ?des soins de sant? que 3 millions d'enfants et de femmes enceintes et allaitantes ont besoin de traitements contre la malnutrition ou de services de pr?ention; et que 18 million d'enfants ne fr?uentent plus l'?ole depuis la mi-mars. De nombreux centres de soins sont ferm? faute de combustible de fournitures et de personnel. Auss,72010,Yemen,VIII.1. Emergency Response,YEMEN ? EMERGENCY WATER SANITATION HYGIENE AND PROTECTION - OXFAM-QU?BEC 2016/Y?MEN ? AIDE EN MATI?RE D'EAU D'ASSAINISSEMENT D'HYGI?NE ET EN PROTE,1155540.0,2017
Agency for International Development,Private sector in provider country,0,Personal Services Contractors - USAID,0,0,31-Dec-17,302,United States,ODA Grants,The provision of effective protection assistance and durable solutions for refugees internally displaced persons (IDPs) and other victims of conflict and disasters.,72050,Yemen,VIII.1. Emergency Response,PROTECTION ASSISTANCE AND SOLUTIONS,18600.0,2017
Agency for International Development,Private sector in provider country,0,Personal Services Contractors - USAID,0,0,31-Dec-17,302,United States,ODA Grants,The provision of effective protection assistance and durable solutions for refugees internally displaced persons (IDPs) and other victims of conflict and disasters.,74010,Yemen,VIII.3. Disaster Prevention & Preparedness,DISASTER READINESS,13020.0,2017
Agency for International Development,Private sector in provider country,0,Personal Services Contractors - USAID,0,0,31-Dec-17,302,United States,ODA Grants,The provision of effective protection assistance and durable solutions for refugees internally displaced persons (IDPs) and other victims of conflict and disasters.,72050,Yemen,VIII.1. Emergency Response,PROTECTION ASSISTANCE AND SOLUTIONS,900.0,2017
Agency for International Development,Private sector in provider country,0,Personal Services Contractors - USAID,0,0,31-Dec-17,302,United States,ODA Grants,The provision of effective protection assistance and durable solutions for refugees internally displaced persons (IDPs) and other victims of conflict and disasters.,74010,Yemen,VIII.3. Disaster Prevention & Preparedness,DISASTER READINESS,30.0,2017
Agency for International Development,Private sector in provider country,0,Personal Services Contractors - USAID,0,0,31-Dec-17,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,20.0,2017
Agency for International Development,Private sector in provider country,0,Private sector in provider country,0,0,13-Oct-16,302,United States,ODA Grants,Yemen Three-Year Third Party Monitoring Contract - IBTCI,72040,Yemen,VIII.1. Emergency Response,USAID/OFDA CONTRACT FOR YEMEN/CE - ASSISTANCE AND RECOVERY,1070080.0,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,31-Mar-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,159527.0,2016
Agency for International Development,Private sector in provider country,0,Private sector in provider country,0,0,31-Dec-16,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,84455.0,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,34380.2,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,31-Mar-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,19186.100000000002,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,28-Feb-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,16675.9,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,12827.6,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,12750.199999999999,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,12130.9,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,29-Sep-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,11334.699999999999,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,10295.300000000001,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Nov-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,10217.800000000001,2016
European Commission,Private sector in provider country,0,Private sector in provider country,0,0,30-Jun-23,918,EU Institutions,ODA Grants,ECHO field offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,9653.88,2016
